"","AlignID","tmean","FoundIn","Name.1","MatchFactor.1","DB.Id.1","CAS.1","Formula.1","Name.2","MatchFactor.2","DB.Id.2","CAS.2","Formula.2","Name.3","MatchFactor.3","DB.Id.3","CAS.3","Formula.3","Name.4","MatchFactor.4","DB.Id.4","CAS.4","Formula.4","Name.5","MatchFactor.5","DB.Id.5","CAS.5","Formula.5","Name.6","MatchFactor.6","DB.Id.6","CAS.6","Formula.6","Name.7","MatchFactor.7","DB.Id.7","CAS.7","Formula.7","Name.8","MatchFactor.8","DB.Id.8","CAS.8","Formula.8","Name.9","MatchFactor.9","DB.Id.9","CAS.9","Formula.9","Name.10","MatchFactor.10","DB.Id.10","CAS.10","Formula.10","Cory_Mreu_Rep1_6262023_32","Cory_Mreu_Rep2_6262023_33","Strl_Rep1_6302023_20","Strl_Rep1_6302023_14","VialBlank_6262023_31"
"1654",1671,15.94,2,"Butyl 2,5,8,11,14,17,20-heptaoxadocosan-22-oate","93.90","167513","1000366819","C19H38O9","Butyl 2,5,8,11,14,17-hexaoxanonadecan-19-oate","93.82","153788","1000366820","C17H34O8","Butyl 2,5,8,11,14,17,20,23-octaoxapentacosan-25-oate","93.75","175489","1000366818","C21H42O10","Butyl 2,5,8,11,14,17,20,23,26-nonaoxaoctacosan-28-oate","93.26","179656","1000366817","C23H46O11","Butyl 2,5,8,11,14-pentaoxahexadecan-16-oate","93.15","131948","1000366821","C15H30O7","Butyl 2,5,8,11,14,17,20,23,26,29-decaoxahentriacontan-31-oate","92.70","181400","1000366816","C25H50O12","Ethanethioamide, N,N-dimethyl-","92.51","  4252","631674","C4H9NS","1-((1-Butoxypropan-2-yl)oxy)propan-2-yl isobutyl carbonate","92.37","112581","1000378306","C15H30O5","Butyl 2,5,8,11-tetraoxatridecan-13-oate","91.97","104703","1000366776","C13H26O6","1,1-Bis(2-methoxyethyl)hydrazine","91.65"," 20692","114478078","C6H16N2O2",0,0,0,0,0
"1655",1672,15.96,2,"3-Heptanone, 1,1-diethoxy-","90.97"," 54896","51149690","C11H22O3","4-Oxononanal","88.05"," 25999","1000314104","C9H16O2","3-Oxohexyl 3-methylbutanoate","87.88","184167","3040939-92-9","C11H20O3","Pentan-2-yl 2-methylbutanoate","86.43"," 35443","1000372717","C10H20O2","3-hydroxy-3-methyl-hexanoic acid","83.33"," 19726","1000365656","C7H14O3","Sulfurous acid, hexyl pentyl ester","82.90"," 77789","1000309141","C11H24O3S","Sulfurous acid, isohexyl pentyl ester","82.23"," 77792","1000309140","C11H24O3S","Sulfurous acid, hexyl nonyl ester","82.02","113710","1000309131","C15H32O3S","Succinic acid, dodec-2-en-1-yl tetrahydrofurfuryl ester","81.36","154649","1000390728","C21H36O5","Succinic acid, tridec-2-yn-1-yl tetrahydrofurfuryl ester","80.92","159138","1000390729","C22H36O5",0,0,0,0,0
"1656",1673,16.0375,2,"Glycerol 1,2-diacetate","86.25"," 38175","102625","C7H12O5","Pregn-4,9(11)-dien-17,21-diol-3-one, 20,20-ethylenedioxy-","85.58","161878","1000128335","C23H32O5","1,2,3-Propanetriol, 1-acetate","83.93"," 13634","106616","C5H10O4","1,3,5-Triazine, 2,4,6-triphenyl-","83.54","124596","493776","C21H15N3","Ketone, methyl 2-methyl-1,3-oxothiolan-2-yl","83.46"," 19601","33266067","C6H10O2S","2-(1-Hydroxyethyl)-2-methyl-1,3-oxathiolane","83.03"," 20640","107903377","C6H12O2S","2,2'-Bi-1,3-oxathiolane, 2-methyl-","82.96"," 48503","117239017","C7H12O2S2","1,1,2-Triacetoxyethane","82.93"," 56966","2983359","C8H12O6","1,3,5-Triazine, 2,4,6-triphenyl-","82.67","124597","493776","C21H15N3","Dibutyl 3,6,9,12-tetraoxatetradecane-1,14-dioate","82.28","158465","1000366802","C18H34O8",0,0,0,0,0
"1657",1674,15.9,2,"2-Benzyl-2-methyl-1,3-oxathiolane","79.07"," 49673","17642772","C11H14OS","3,5,7-Triphenyl-1-azaadamantane-4,6-dione","75.18","163419","137628752","C27H23NO2","Azete, 2,3-dihydro-4-phenyl-","75.02"," 12730","33720740","C9H9N","Bis(4-(5,6-dicyano-3-phenyl-2-pyrazinyl)phenyl) ether","74.64","182212","1000075575","C36H18N8O","Azete, 2,3-dihydro-4-phenyl-","73.94"," 12729","33720740","C9H9N","Alpha-acetoxyacetophenone 2,4-dinitrophenylhydrazone","71.67","150637","15212176","C16H14N4O6","Pregn-4,9(11)-dien-17,21-diol-3-one, 20,20-ethylenedioxy-","71.37","161878","1000128335","C23H32O5","1,3,6-Trioxaspiro[4.5]decane-8,9,10-triiol, 2,2-dimethyl-, 10-p-toluenesulfonate","71.08","157110","1000197531","C16H22O8S","1,3,5-Triazine, 2,4,6-triphenyl-","70.97","124596","493776","C21H15N3","3-Phenyl-1-aza-bicyclo[1.1.0]butane","70.92"," 12735","17945947","C9H9N",0,0,0,0,0
"1658",1675,15.9,2,"N-Benzyl-N-ethyl-p-isopropylbenzamide","79.95","106942","15089222","C19H23NO","Ethyl 3-(6-methoxy-3-methyl-2-benzofuranyl)-3-(p-methoxyphenyl)propionate","69.66","154677","10422169","C22H24O5","14H-Dibenzo[a,j]xanthene, 14-methyl-","69.16","116643","6639050","C22H16O","Chroman-4-one, 2,3-dehydro-3-hydroxy-2-(4-dimethylaminophenyl)-","68.33","106836","101442357","C17H15NO3","Megestrol acetate","68.16","160629","595335","C24H32O4","5-(p-Aminophenyl)-4-(p-tolyl)-2-thiazolamine","67.92","106782","94460465","C16H15N3S","Indolo[2,3-a]quinolizine, 1,2,3,4,5,6,7,12,12b-octahydro-12,12b-dimethyl-3-propyl-","67.82","116584","82605376","C20H28N2","Megestrol acetate","67.64","160630","595335","C24H32O4","7H-Dibenzo[b,g]carbazole, 7-methyl-","67.61","106986","3557491","C21H15N","5H-Naphtho[2,3-c]carbazole, 5-methyl-","67.42","106987","100025443","C21H15N",0,0,0,0,0
"1659",1676,15.94,3,"Bis[4-(benzoylthio)phenyl] sulfide","97.90","176115","1000225148","C26H18O2S3","1,4-Benzenediol, dibenzoate","97.78","130026","14210970","C20H14O4","Butanenitrile, 2,3-bis(benzoyloxyimino)-","97.72","139575","1000269666","C18H13N3O4","2,2-Bis[4-(benzoyloxy)phenyl]propane","97.63","172940","2297145","C29H24O4","Benzeneacetic acid, .alpha.-oxo-, methyl ester","97.62"," 30745","15206550","C9H8O3","(1H)Pyridine-3-ol-2-thione, 1,3O-dibenzoyl-","97.61","139617","1000211435","C19H13NO3S","Benzoyl isothiocyanate","97.61"," 29683","532558","C8H5NOS","1-Benzoyloxy-2-formyloxybenzene","97.60"," 82072","79792931","C14H10O4","Vinyl benzoate","97.54"," 20862","769788","C9H8O2","cis-Cyclopentanecarboxylic acid, 2-benzoylthio-","97.52"," 86905","99397532","C13H14O3S",24931,0,0,0,52705
"1660",1677,16.035,5,"Succinic acid diisopropyl ester","98.71"," 54720","924889","C10H18O4","Succinic acid, 2-propyl propyl ester","98.31"," 54746","1000325017","C10H18O4","Succinic acid, butyl 2-propyl ester","98.16"," 64481","1000325019","C11H20O4","Succinic acid, pentyl propyl ester","98.14"," 74334","1000324970","C12H22O4","Succinic acid, hexyl propyl ester","97.76"," 83263","1000324996","C13H24O4","Butanedioic acid, dipropyl ester","97.72"," 54734","925155","C10H18O4","Succinic acid, butyl propyl ester","97.71"," 64472","1000324852","C11H20O4","Succinic acid, but-3-yn-2-yl propyl ester","97.52"," 62012","1000330291","C11H16O4","Butanedioic acid, dipropyl ester","97.32"," 54735","925155","C10H18O4","Succinic acid, 2-pentyl propyl ester","97.20"," 74348","1000324878","C12H22O4",0,0,0,0,0
"1661",1678,16.0701,36,"2-Acetyl-5-methylthiophene","95.79"," 16666","13679748","C7H8OS","Thiophene, 2-(1,1-dimethylethyl)-","95.42"," 16832","1689787","C8H12S","Thiophene, 3-(1,1-dimethylethyl)-","94.93"," 16834","1689798","C8H12S","4-tert-Butylcyclohexyl methyl ethylphosphonate","94.90"," 94579","1000298339","C13H27O3P","Phosphonic acid, (1-methylethyl)-bis(2-ethylhexyl) ester","94.76","146281","83176301","C19H41O3P","Propylphosphonic acid, di(2-ethylhexyl) ester","94.76","146280","1000273144","C19H41O3P","Thiophene, 2,5-diethyl-","94.66"," 16826","5069238","C8H12S","Thiophene, 3,4-diethyl-","94.59"," 16825","35686147","C8H12S","Propylphosphonic acid, di(2-methylpropyl) ester","94.34"," 77803","7307291","C11H25O3P","octadecanamide, N-(2,6-dihydroxyphenyl)-","94.09","162901","1000402709","C24H41NO3",0,0,0,0,0
"1662",1679,16.137,15,"2-Hydroxy-2-phenylbutyramide","98.73"," 39811","52839879","C10H13NO2","Alpha-aminomethyl-alpha-ethylbenzyl alcohol","98.69"," 30829","770650","C10H15NO","Benzeneacetamide, .alpha.-ethyl-N-formyl-.alpha.-hydroxy-","97.91"," 58634","56440450","C11H13NO3","1-Hexen-4-ol, 3-methyl-4-phenyl-","97.39"," 46992","344308867","C13H18O","Benzenemethanol, .alpha.-ethyl-.alpha.-2,5,7-octatrienyl-","97.11"," 82511","74685431","C17H22O","(5-tert-Butyl-5-hydroxy-4,5-dihydropyrazol-1-yl)(4-methoxyphenyl)methanone","91.89","103680","1000302324","C15H20N2O3","Beta-ethyl-beta-hydroxyphenethyl p-toluenesulfonate","91.76","130816","93728304","C17H20O4S","3-Phenyl-3-pentanol","90.45"," 30192","1565715","C11H16O","Phenol, 4-(1,1,3,3-tetramethylbutyl)-","90.38"," 58144","140669","C14H22O","Phenol, 4-(1,1,3,3-tetramethylbutyl)-","90.37"," 58145","140669","C14H22O",0,0,0,0,0
"1663",1680,16.14,2,"Alpha-aminomethyl-alpha-ethylbenzyl alcohol","87.53"," 30829","770650","C10H15NO","2-Hydroxy-2-phenylbutyramide","87.45"," 39811","52839879","C10H13NO2","Benzeneacetamide, .alpha.-ethyl-N-formyl-.alpha.-hydroxy-","86.67"," 58634","56440450","C11H13NO3","1-Hexen-4-ol, 3-methyl-4-phenyl-","86.12"," 46992","344308867","C13H18O","Benzenemethanol, .alpha.-ethyl-.alpha.-2,5,7-octatrienyl-","85.68"," 82511","74685431","C17H22O","Benzamide, 4-methoxy-N-[4-(1-methylcyclopropyl)phenyl]-","84.80","106889","1000351112","C18H19NO2","(5-tert-Butyl-5-hydroxy-4,5-dihydropyrazol-1-yl)(4-methoxyphenyl)methanone","81.19","103680","1000302324","C15H20N2O3","Beta-ethyl-beta-hydroxyphenethyl p-toluenesulfonate","80.94","130816","93728304","C17H20O4S","Phenol, 4-(1,1,3,3-tetramethylbutyl)-","80.17"," 58145","140669","C14H22O","Acetamide, N-[1-(adamantan-1-yl)propyl]-2-(5-phenyltetrazol-2-yl)-","80.11","158922","1000316795","C22H29N5O",0,0,0,0,0
"1664",1681,16.1843,59,"Caprolactam","97.68","  6327","105602","C6H11NO","Caprolactam","97.46","  6326","105602","C6H11NO","Caprolactam","97.44","  6324","105602","C6H11NO","Caprolactam","95.74","  6328","105602","C6H11NO","Caprolactam","94.86","  6325","105602","C6H11NO","2-Oxepanone, 7-butyl-","87.71"," 34091","5579782","C10H18O2","2-Oxepanone, 7-hexyl-","86.58"," 52576","16429213","C12H22O2","3,4-Dimethyl-isoxazol-5(4H)-one","84.70","  6290","15731938","C5H7NO2","3,4-Dimethyl-5-hydroxy-isoxazole","84.60","  6294","29279990","C5H7NO2","N-Acetylcaprolactam","82.10"," 25252","1888911","C8H13NO2",0,0,0,0,0
"1665",1682,16.1855,19,"2(3H)-Furanone, dihydro-5-propyl-","96.34"," 11130","105215","C7H12O2","2(3H)-Furanone, 5-heptyldihydro-","96.25"," 43171","104676","C11H20O2","2(3H)-Furanone, 5-heptyldihydro-","96.19"," 43172","104676","C11H20O2","2(3H)-Furanone, dihydro-5-propyl-","96.18"," 11131","105215","C7H12O2","2(3H)-Furanone, 5-hexyldihydro-","96.14"," 34181","706149","C10H18O2","2(3H)-Furanone, 5-hexyldihydro-","96.13"," 34183","706149","C10H18O2","2(3H)-Furanone, 5-hexyldihydro-","96.03"," 34168","706149","C10H18O2","2(3H)-Furanone, dihydro-5-pentyl-","96.01"," 26099","104610","C9H16O2","2(3H)-Furanone, dihydro-5-pentyl-","96.00"," 26100","104610","C9H16O2","2(3H)-Furanone, dihydro-5-propyl-","95.91"," 11128","105215","C7H12O2",0,6829,0,0,0
"1666",1683,16.2,10,"Caprolactam","97.09","  6326","105602","C6H11NO","Caprolactam","97.07","  6325","105602","C6H11NO","Caprolactam","94.28","  6324","105602","C6H11NO","Tetrazolo[1,5-b]1,2,4-triazine, 5,6,7,8-tetrahydro-6,7-dimethyl-","89.96"," 24565","1000259053","C5H10N6","7-Methoxy-8-oxa-1-azabicyclo(5.1.0)octane","89.03"," 18286","35009235","C7H13NO2","Thiepane, 1,1-dioxide","88.32"," 20612","6251338","C6H12O2S","2-Nonene","87.94"," 10428","2216388","C9H18","Caprolactam","87.93","  6327","105602","C6H11NO","2-Oxepanone, 7-methyl-","87.66"," 11046","2549599","C7H12O2","2-Decene, (E)-","87.29"," 16307","20063972","C10H20",0,0,0,0,0
"1667",1684,16.2,6,"N,N'-Diacetylethylenediamine","75.46"," 18504","871783","C6H12N2O2","N,N'-Diacetylethylenediamine","75.17"," 18506","871783","C6H12N2O2","2-Butanol, 3-(1,3-dimethylbutoxy)-","74.50"," 36658","74810450","C10H22O2","N,N'-Diacetylethylenediamine","74.10"," 18505","871783","C6H12N2O2","Ether, hexyl isopropyl","71.43"," 19013","18636652","C9H20O","1-Butanol, 4-[(tetrahydro-2H-pyran-2-yl)oxy]-","70.03"," 37226","51326513","C9H18O3","Sulfurous acid, isohexyl 2-propyl ester","68.53"," 59987","1000309116","C9H20O3S","2(3H)-Furanone, dihydro-5-propyl-","67.99"," 11132","105215","C7H12O2","2(3H)-Furanone, dihydro-5-pentyl-","67.68"," 26097","104610","C9H16O2","2(3H)-Furanone, 5-hexyldihydro-","67.67"," 34183","706149","C10H18O2",0,0,0,0,0
"1668",1685,16.1869,8,"Caprolactam","95.59","  6328","105602","C6H11NO","Caprolactam","94.96","  6327","105602","C6H11NO","Piperidine-2,5-dione","90.52","  6282","52065788","C5H7NO2","Caprolactam","89.92","  6324","105602","C6H11NO","2,6-Piperidinedione, 3-ethyl-","88.64"," 17130","25115699","C7H11NO2","Caprolactam","87.36","  6326","105602","C6H11NO",".alpha.-Methyl-.alpha.-propylsuccinimide","85.04"," 25272","1497194","C8H13NO2",".alpha.-Methyl-.alpha.-propylsuccinimide","84.74"," 25271","1497194","C8H13NO2","Caprolactam","83.50","  6325","105602","C6H11NO","5-Hydroxy-5-methyl-6-phenylhexanoic acid slactone","83.17"," 56331","1000252714","C13H16O2",0,0,0,0,0
"1669",1686,16.1908,6,"2(3H)-Furanone, dihydro-5-propyl-","88.81"," 11132","105215","C7H12O2","2(3H)-Furanone, 5-hexyldihydro-","88.60"," 34183","706149","C10H18O2","2(3H)-Furanone, dihydro-5-propyl-","88.53"," 11131","105215","C7H12O2","2(3H)-Furanone, dihydro-5-pentyl-","88.51"," 26097","104610","C9H16O2","2(3H)-Furanone, 5-hexyldihydro-","88.45"," 34168","706149","C10H18O2","2(3H)-Furanone, 5-butyldihydro-","88.44"," 17811","104507","C8H14O2","2(3H)-Furanone, 5-butyldihydro-","88.39"," 17812","104507","C8H14O2","2(3H)-Furanone, 5-butyldihydro-","88.38"," 17810","104507","C8H14O2","2(3H)-Furanone, dihydro-5-pentyl-","88.31"," 26099","104610","C9H16O2","2(3H)-Furanone, 5-hexyldihydro-","88.12"," 34182","706149","C10H18O2",0,16156,0,0,0
"1670",1687,16.1667,3,"Caprolactam","90.71","  6326","105602","C6H11NO","Caprolactam","89.30","  6325","105602","C6H11NO","Caprolactam","89.25","  6324","105602","C6H11NO","Caprolactam","85.45","  6327","105602","C6H11NO","Caprolactam","83.79","  6328","105602","C6H11NO","2-Oxepanone, 7-methyl-","82.27"," 11046","2549599","C7H12O2","3,4-Dimethyl-isoxazol-5(4H)-one","81.72","  6290","15731938","C5H7NO2","3,4-Dimethyl-5-hydroxy-isoxazole","81.52","  6294","29279990","C5H7NO2","N-(n-Butoxymethyl)acrylamide","79.75"," 26422","1852160","C8H15NO2","2-Oxepanone, 7-butyl-","79.12"," 34091","5579782","C10H18O2",34068,66653,0,0,0
"1671",1688,16.158,5,"Caprolactam","95.45","  6328","105602","C6H11NO","2,6-Piperidinedione, 3-ethyl-","92.35"," 17130","25115699","C7H11NO2","Caprolactam","92.02","  6327","105602","C6H11NO","Cyclohexanone, cyclic trimethylene acetal","91.02"," 26157","180938","C9H16O2","Piperidine-2,5-dione","89.93","  6282","52065788","C5H7NO2","Methyl 12-oxo-octadec-9-enoate","89.72","125157","1000336229","C19H34O3","Heptanoic acid, anhydride","89.47"," 82170","626277","C14H26O3","Pyrrolidine, 1-(1-oxo-5,8-tetradecadienyl)-","89.38","104495","56666401","C18H31NO","2-Propenoic acid, (1-methyl-1,2-ethanediyl)bis[oxy(methyl-2,1-ethanediyl)] ester","89.05","118720","42978665","C15H24O6","5-Hydroxy-5-methyl-6-phenylhexanoic acid slactone","88.98"," 56331","1000252714","C13H16O2",0,0,0,0,0
"1672",1689,16.195,3,"Piperidine-2,5-dione","93.06","  6282","52065788","C5H7NO2","Caprolactam","89.70","  6328","105602","C6H11NO",".alpha.-Methyl-.alpha.-propylsuccinimide","89.51"," 25271","1497194","C8H13NO2",".alpha.-Methyl-.alpha.-propylsuccinimide","89.23"," 25272","1497194","C8H13NO2","3,4-Methylpropylsuccinimide","87.61"," 25255","1000248780","C8H13NO2","1-(3-Ethoxy-2-methyl-acryloyl)-3-(2-hydroxy-ethyl)-urea","86.77"," 65055","1000188244","C9H16N2O4","2,5-Pyrrolidinedione, 1-methyl-","86.69","  6289","1121079","C5H7NO2","Caprolactam","86.22","  6327","105602","C6H11NO","2,5-Pyrrolidinedione, 1-methyl-","85.69","  6292","1121079","C5H7NO2",".+/-.-.beta.,.beta.-Dimethyl-.gamma.-(hydroxy-methyl)-.gamma.-butyrolactone","85.11"," 18669","52398488","C7H12O3",0,0,0,0,0
"1673",1690,16.185,2,".alpha.-Methyl-.alpha.-propylsuccinimide","93.13"," 25271","1497194","C8H13NO2","Piperidine-2,5-dione","92.46","  6282","52065788","C5H7NO2",".alpha.-Methyl-.alpha.-propylsuccinimide","92.42"," 25272","1497194","C8H13NO2","Caprolactam","91.39","  6328","105602","C6H11NO","2,5-Pyrrolidinedione, 1-methyl-","89.63","  6289","1121079","C5H7NO2","2,5-Pyrrolidinedione, 1-methyl-","89.60","  6292","1121079","C5H7NO2","3,4-Methylpropylsuccinimide","87.95"," 25255","1000248780","C8H13NO2",".+/-.-.beta.,.beta.-Dimethyl-.gamma.-(hydroxy-methyl)-.gamma.-butyrolactone","87.51"," 18669","52398488","C7H12O3",".+/-.-.beta.,.beta.-Dimethyl-.gamma.-(hydroxy-methyl)-.gamma.-butyrolactone","87.41"," 18668","52398488","C7H12O3","2-Propanone, diethylhydrazone","87.10"," 11218","16713363","C7H16N2",0,0,0,0,0
"1674",1691,16.1825,2,"10-(Tetrahydro-pyran-2-yloxy)-tricyclo[4.2.1.1(2,5)]decan-9-ol","94.30"," 88389","1000192288","C15H24O3","4-Methyl-1,6-heptadien-4-ol","94.04"," 10339","25201405","C8H14O","2(3H)-Furanone, dihydro-5-(2-octenyl)-, (Z)-","94.01"," 51333","18679180","C12H20O2","Pregn-5-ene-20-methanol, 3-[(tetrahydro-2H-pyran-2-yl)oxy]-, (3.beta.)-","94.00","169267","55123767","C27H44O3","Tetrahydropyran Z-10-dodecenoate","93.89","107501","1000130965","C17H30O3","2(3H)-Furanone, 5-butyldihydro-","93.88"," 17810","104507","C8H14O2","2(3H)-Furanone, 5-butyldihydro-","93.86"," 17811","104507","C8H14O2","2(3H)-Furanone, dihydro-5-pentyl-","93.84"," 26097","104610","C9H16O2","2-Acetyl-2-methyltetrahydrofuran","93.81"," 11120","32318879","C7H12O2","4-Methoxycarbonyl-4-butanolide","93.78"," 18548","3885298","C6H8O4",0,0,0,0,0
"1675",1692,16.1367,9,"Benzene, 1,3-bis(1,1-dimethylethyl)-","99.19"," 47073","1014604","C14H22","Benzene, 1,4-bis(1,1-dimethylethyl)-","97.79"," 47072","1012722","C14H22","Benzene, 1,4-bis(1,1-dimethylethyl)-","95.93"," 47070","1012722","C14H22","benzoic acid, 4-(2-methylbutyl)-, 4-(dodecyloxy)phenyl ester","95.38","175342","1000399395","C30H44O3","m-Cymene, 5-tert-butyl-","95.37"," 47054","29577193","C14H22","benzoic acid, 4-(2-methylbutyl)-, 4-(nonyloxy)phenyl ester","94.95","167766","1000399060","C27H38O3","benzoic acid, 4-(2-methylbutyl)-, 4-ethoxyphenyl ester","94.93","126485","1000397723","C20H24O3","benzoic acid, 4-(2-methylbutyl)-, 1,4-phenylene ester","94.85","176181","1000399431","C30H34O4","1,2,5-Oxadiazole-3-carboxamide, 4-amino-N-[2-[[(2,3-dihydro-1,3-dimethyl-2-oxo-1H-1,3-benzimidazol-5-yl)methyl]amino]ethyl]-","94.70","144877","1000316288","C15H19N7O3","benzoic acid, 4-(2-methylbutyl)-, 4-propoxyphenyl ester","94.41","134613","1000397969","C21H26O3",0,0,0,0,0
"1676",1693,16.1626,29,"Acetic acid, 2-phenylethyl ester","99.25"," 29956","103457","C10H12O2","Propanoic acid, 2-methyl-, 2-phenylethyl ester","99.20"," 48199","103480","C12H16O2","Cyclobutane, 1,3-diphenyl-, trans-","99.16"," 59850","25558230","C16H16","Benzene, 1,1'-(1,2-cyclobutanediyl)bis-, trans-","99.12"," 59876","20071094","C16H16","Butylphosphonic acid, ethyl 2-phenylethyl ester","99.08"," 99666","1000315092","C14H23O3P","Benzene, 1,1'-(1,2-cyclobutanediyl)bis-, cis-","99.02"," 59872","7694306","C16H16",".beta.-Phenylethyl butyrate","98.90"," 48099","103526","C12H16O2","Isophthalic acid, phenylethyl undecyl ester","98.76","170684","1000344341","C27H36O4","Fumaric acid, hexyl 2-phenylethyl ester","98.76","121368","1000339343","C18H24O4","Pentanoic acid, 2-phenylethyl ester","98.75"," 57953","7460744","C13H18O2",0,0,0,0,230416
"1677",1694,16.165,3,"Spiro[4.5]decane-4-carboxylic acid, 7,7-dimethyl-2-oxo-1,8-dioxa-, phenethylamide","91.35","137463","1000302487","C19H25NO4","1,3-Cyclohexanedione, 2-(2-phenylethyl)-","91.09"," 64844","62264419","C14H16O2","Pyrimidine-2,4,6(1H,3H,5H)-trione, 1-(2-phenylethyl)-","89.79"," 75479","251468798","C12H12N2O3","Cyclobutanecarboxylic acid, 2-phenylethyl ester","89.50"," 56327","1000282222","C13H16O2","Carbonic acid, monoamide, N-propyl-, decyl ester","89.42"," 82905","1000415174","C14H29NO2","2-Oxo-1-oxa-spiro[4.5]decane-4-carboxylic acid phenethyl-amide","89.00","119851","1000300090","C18H23NO3","Cyclobutane, 1,2-diphenyl-","88.94"," 59839","3018211","C16H16","Hexanoic acid, 2-phenylethyl ester","88.66"," 67324","6290375","C14H20O2","Phenyl ethyl angelate, 2-","88.30"," 56260","1000383581","C13H16O2","2-Propenoic acid, 2-phenylethyl ester","88.09"," 37836","3530367","C11H12O2",0,0,0,0,0
"1678",1695,16.3429,97,"Nonanoic acid","99.50"," 27067","112050","C9H18O2","Nonanoic acid","97.31"," 27069","112050","C9H18O2","n-Decanoic acid","94.54"," 35368","334485","C10H20O2","Tridecanoic acid","93.82"," 63557","638539","C13H26O2","n-Decanoic acid","93.63"," 35369","334485","C10H20O2","1,6-Anhydro-.beta.-d-talopyranose","93.11"," 29116","1000133058","C6H10O5","Tridecanoic acid","92.65"," 63559","638539","C13H26O2","D-Allose","92.63"," 40966","2595973","C6H12O6","n-Decanoic acid","92.59"," 35371","334485","C10H20O2","n-Decanoic acid","92.59"," 35370","334485","C10H20O2",467437,467396,618855,337405,0
"1679",1696,16.3407,14,"Pentanoic acid, 3-methyl-","94.16","  7469","105431","C6H12O2","Pentanoic acid, 3-methyl-","92.74","  7476","105431","C6H12O2","Pentanoic acid, 3-methyl-","92.71","  7477","105431","C6H12O2","D-Allose","89.95"," 40966","2595973","C6H12O6",".beta.-D-Glucopyranose, 1,6-anhydro-","89.74"," 29120","498077","C6H10O5",".beta.-D-Glucopyranose, 1,6-anhydro-","89.19"," 29121","498077","C6H10O5","d-Gluco-heptulosan","89.18"," 61257","1000126852","C7H14O7","Heptane, 1-(ethenylthio)-","88.91"," 27251","21961057","C9H18S","Octane, 1-(ethenylthio)-","88.84"," 35580","42779088","C10H20S","4-Octadecene-1,3-diol, 2-amino-, [R*,S*-(E)]-(.+-.)-","88.51","118499","2733291","C18H37NO2",0,0,0,0,0
"1680",1697,16.345,15,"Methyl formate","94.61","   247","107313","C2H4O2","Methyl formate","94.55","   249","107313","C2H4O2","Methyl formate","94.52","   248","107313","C2H4O2","Hydrazine, 1,2-dimethyl-","94.48","   260","540738","C2H8N2","Carbonyl sulfide","94.47","   279","463581","COS","Hydrazine, 1,2-dimethyl-","94.43","   258","540738","C2H8N2","2H-1,2-Oxazine, tetrahydro-2-methyl-6-phenyl-","94.35"," 38610","15769898","C11H15NO","Carbonyl sulfide","94.27","   278","463581","COS","Acetic acid","93.76","   242","64197","C2H4O2","1-octadecanamine, N-hydroxy-N-methyl-","93.75","118539","1000402141","C19H41NO",0,0,0,97637,0
"1681",1698,16.349,10,"Hexanoic acid","94.49","  7410","142621","C6H12O2","Rhamnose","94.43"," 30438","3615416","C6H12O5","Pentanoic acid","94.35","  3926","109524","C5H10O2","Pentanoic acid","94.03","  3927","109524","C5H10O2","Octanoic acid","93.39"," 18699","124072","C8H16O2","Heptanoic acid","93.19"," 12139","111148","C7H14O2","Pentanoic acid","93.10","  3925","109524","C5H10O2","Heptanoic acid","93.07"," 12140","111148","C7H14O2","Octanoic acid","92.89"," 18700","124072","C8H16O2","Hexanoic acid","92.69","  7413","142621","C6H12O2",0,0,0,0,0
"1682",1699,16.3508,6,"Hexanoic acid","97.64","  7412","142621","C6H12O2","Hexanoic acid","97.41","  7411","142621","C6H12O2","Heptanoic acid","97.40"," 12138","111148","C7H14O2","Hexanoic acid","97.00","  7413","142621","C6H12O2","Octanoic acid","96.97"," 18698","124072","C8H16O2","Heptanoic acid","96.76"," 12137","111148","C7H14O2","Pentanoic acid","95.89","  3925","109524","C5H10O2","Pentanoic acid","95.67","  3926","109524","C5H10O2","Heptanoic acid","95.62"," 12140","111148","C7H14O2","Hexanoic acid","95.53","  7410","142621","C6H12O2",0,0,0,0,0
"1683",1700,16.3517,6,".alpha.-D-Mannofuranoside, 1-O-heptyl-","93.03","104702","111570479","C13H26O6","2,4-Dimethylpentan-3-yl isobutyl carbonate","90.90"," 64666","1000372753","C12H24O3","3,4-Hexanediol, 2,5-dimethyl-","90.19"," 19863","22607110","C8H18O2","3-Hexanol, 3,5-dimethyl-","89.32"," 12456","4209910","C8H18O","4-Methyloctanoic acid","89.32"," 27079","54947749","C9H18O2","3-Methyl-4,6-dioxanonane","88.91"," 19848","1000334823","C8H18O2","4,6-Dioxadecane","88.22"," 19830","1000334821","C8H18O2","4-Methylnonanoic acid","87.92"," 35388","45019281","C10H20O2","2,2,4-Trimethyl-3-pentanol","87.80"," 12468","5162481","C8H18O","3-Hexanol, 3,5-dimethyl-","87.74"," 12443","4209910","C8H18O",0,0,0,0,335963
